@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data

'wowoneofthegreatestmoviesihaveevereverseenabsolutelyloveditbeforetheopeningcreditsweredoneiwasgluedtothescreenitsascifithrillerandedgeofyourseatwhodunnitincredibleiwishditwouldneverendlucyliuisathrowawayroleanyonecouldhaveplayedittheleadactorjeremynorthramwastheperfectgeekyguythismovieappealstomewholovedwargamessneakersandtrackdownincrediblewaltdinlv',1

'althoughrecognizedasthebestfilmtreatmentofthedifficultiesofhavingahouseinthecountrybuiltorboughttoyourspecificationsitisnotthefirstnorthelastinjackbennyandannsheridanweretheleadsinthefilmversionofthecomedygeorgewashingtonsleptherebygeorgeskaufmanandmosshartandaboutfifteenyearsagoshellylongandtomhankshadtheleadinthemoneypittheformerwasaboutmovingintoanthcenturycountryhousethaterrneedsworkthelatterwasaboutbuildingyourdreamhouseinthelatesalthoughthetwofilmshavetheirmomentsbotharenotasgoodasblandingswhichwasbasedonanautobiographicalnovelofthesamenamejimblandingsandhiswifemurielcarygrantandmyrnaloyarenoticingthetightcornersoftheirapartmentwhichtheysharewiththeirtwodaughtersjoanandbetsysharynmoffettandconniemarshallalthoughblandingshasagoodincomeasanadvertisingexecutiveinheismakingayearwhichwaslikemakingtodayandlivesinaluxuryapartmentwhichinthenewyorkcityofthatdayherentshefeelstheyshouldseeksomethingbetterheandmurieltakeadriveintothecountryconnecticutandsoonfindanoldruinthatbothimaginecanbefixedupasthatdreamhousetheywantandtheybothfallintothefinancialwormholethatbuyinglandandconstructioncanleadtoforonethingtheyaresogunghoabouttheideaofbuildingahomelikethistheyfailtoheedwarningafterwarningbytheirwiseifcynicalfriendandlawyerbillcolemelvindouglasinanicelysardonicroleforexamplejimbuyslandfromaconnecticutdealerianwolfesuckinghischopsquietlywithacheckbeforedoublecheckingthecorrectcostforthelandinthatpartofconnecticutbillpointsouthespaidaboutfiveorsixthousanddollarsmoreforthelandthanitisworththereareproblemsaboutwatersupplythatbothblandingsjustneverthinkaboutsuchashardandsoftwaterwhichleadstothezisziswatersofteningmachinetheyfindthatthedesignstheyhaveinmindandhaveworkedoutwiththeirarchitectreginalddennycantbedroppedcheaplyataspurofthemomentdecisionbymurieltobuildalittlerookerythatnobodyplannedfortheescalatingcostsoftheprojectareonematterthatbedevilsjimhehasbeenappointedtohandlethewhamaccountspamhadbecomeapopularresultofworldwariiinthatthepublicstartedusingitasameatsubstituteinthelightofitssuccesswiththearmedforcesjimcantgetagriponthishesnotaloneoneortwootherexecutivesfumbleditbeforehimhecomesupwiththefollowingbitofpoetrythislittlepiggywenttomarkethewaspinkandasprettyashamhesmiledinhistracksastheygavehimtheaxheknewhewouldendupaswhamhissecretarylooksathimasthoughheneedsastraightjacketwhenhereadsthatonejimalsoisincreasinglysuspiciousoftheattentionsofbilltomurielalthoughinthiscasebillisblamelessbuthesalwaysaroundjimkeepsforgettingthatbillistheclearheadedoneandthatheskeepingjimandmurielfrommakingsomanymistakesallthreehavemishapsthebestbeingwhentheygetlockedinaroominthehalfconstructedhousejustasthemenhaveleftforthedaytheycantopenthedoorandjiminapanictriesbreakingthedoordownbyamakeshiftbatteringramhebreaksawindowandthedooropensbyitselfthefilmworksquitesatisfactorilywithalloftheactorsapparentlyenjoyingthemselvesitisonefilmwhichdespitechangingpricelevelsandsalarylevelsreallydoesnotageatallafterallmostamericansdreamofowningtheirownhomeandalwayshaveanumberofyearsagoapaintcompanymadeuseofadelightfulscenewithmyrnaloyandemoryparnellregardingthepaintjobparnellscompanyhastodoonthevariousroomsshecarefullyshowsthedistinctshadesofredblueetcshewantsevengivingapoliteparnellasinglethreadfortherightshadeofbluethecommercialshintedthatthepaintcompanyhadawidevarietyofcolorstochoosefromforyourpaintjobtheyproudlycalledloymrsblandingsinthecommercialsintroductionyoucanimaginethoughhowthenononsenseparnellhandlesthesituationafterwardwhenloyleaveshimwithhispaintcrew',1

'thisisthemovieforthosewhobelievecinemaistheseventhartnotanentertainmentbusinesslarsvontriercreatesanoiratmosphereofpostwargermanyutterlycaptivatingyougetabsorbedintothedreamandyoureletgoonlyattheendcreditstheplotnecessarilycomessecondbutitstillisathrillingstorywithtoughissuesbeingraisedjustwonderful',1

'imamalenotgiventowomensmoviesbutthisisreallyawelldonespecialstoryihavenopersonalloveforjanefondaasapersonbutshedoesonehellofafinejobwhiledeniroishisusualsuperbselfeverythingissowelldoneactingdirectingvisualssettingsphotographycastingifyoucanenjoyastoryofrealpeopleandreallovethisisawinner',1

'ifyoucameintothefilmwithexpectationsthrowthemawaynowbecausenoamountofhypewilldothisfilmjusticetocategorizethisfilmintoasinglegenrewouldbecriminalitsaspythrillerhaselementsofnoirbitsandpiecesofactionsciencefictionandcyberpunkalltiedtogetherwithabrilliantnarrativemindbendingplottwistsandgorgeouscinematographyalotofthecommentsherehavecenteredarounditbeingderivativebothingoodandbadwaysofothermoviesbutastheysayeverystorycribsfromshakespearesoonceyoucangetpastthatyoureinforahellofarideyouwillneedtosuspendyourdisbeliefatsomepointsandwhilethesetneverbecomesunbelievablethereareportionsreadtheelevatorwhichsufferfromalowbudgetandsomewhatcheesyvisualsdontmisconstruethattomeanitsonthesamelevelascheesyscifichannelmoviesthoughbecausethisisonamuchhigherlevelifyourelookingforactionyoushouldturnawaythisispurepsychologybutifyourewillingtositdownanddevoteagoodminutesofyourlifetoanovelcinematicexperiencebyallmeansdoitnowwatchthismovienowbeforeitbecomescooltohaveseenit',1

'canadiandirectorvincenzonatalitookthearthousecircuitbystormwiththeintriguingandastonishinglyintelligentcubewhichismypersonalfavouritesffilmofthesitframedthebasicconceitofagroupofstrangerstrappedinamazeshapedlikeagiantcubeshotentirelyononesetandtookthisideainfascinatingdirectionsivebeeneagerlyawaitingnatalisfollowupandalthoughitstakenfiveyearsforhimtomountanotherprojectimdelightedtosayitwasworththewaitcypherisafascinatingexplorationofonemansplaceintheworldandhowthroughacompletelylogicalchainofeventsfindshimselfinasituationbeyondhiscontrolidontwanttorevealtoomuchabouttheplotbecauseoneofthejoysofcypheristhedifferentavenuesittakesusdownitissorefreshinginthisdayandagetoseeasffilmthathasmorethanoneideainitsheadcypherissuchafilmmorgansullivanjeremynorthamoneoftheblandestpeopletoeverwalktheplanetishiredbythecompanydigicorptheysendhimtodifferentpartsofamericatorecorddifferentseminarstohisbewildermenttheyareunbelievablyboringcoveringtopicsasmundaneasshavingcreamandcheesewhilemorganiswaitingforoneseminarherunsintoritafosteranimpeccablycastlucyliuthedefinitionofanicemaidenshegiveshimthebrushoffbutthereissomethingtoherhefindsirresistiblethatsnottoosurprisingconsideringthedrymarriageheisinwhenritaturnsupatanotheroneofmorgansseminarsshetellshimhislifeisnotwhatitappearsandimnotsayinganythingmoreabouttheplottodosowouldcheapentheimpacttherestofthefilmhasonusaswellasthetortuouspaththatssomuchfuntofollowaswithcubenatalishowsquiteatalentforencompassingseeminglyordinarypeopletakingthemoutofthefamiliarandbasicallyseeingwhatwillhappenwhentheyrethrustintotheunknownandcypherfollowssimilarpatternsbutitsnotacarboncopyofcubeithasitsowninspirationcypherisafilmthathasmoreincommonwithconspiracythrillersandparanoiastoriesoneofthegreatthingsaboutcypheristhewaythesethemescreepintothestorywithoutyourknowledgewhenmorganrealiseshisfalseidentityisapieceofamuchlargerpuzzleitsasmuchofashocktousasitistohimonethingthatdistinguishescypherfromcubeishowmuchmorepolisheditiswherecubewasconfinedtoaminimalistsettingandashoestringbudgetwithacastofunknownscypherisalsoonalowbudgetbutnatalieconomisesitasmuchashecanallowinghimtobroadenthehorizonandlaunchingmorganonanamazingjourneythroughthelabyrinthofhisownidentitynatalisdirectionisexceptionalwithadefthandonthereinstherearesomeamazingcameraanglesfromabovesuchastheenormityofthedigicorpbuildingasavastrobustofficeblockinconjunctiontotheinsignificantspeckthatismorganstandingoutsideallthecolourappearstohavebeenbledoutofthepicturewhichcomplimentsthetoneofthefilmperfectlyasamoderndayfilmnoirtheactingisuniformlyexcellentthroughoutjeremynorthamisasympatheticfigurefromhislovelessmarriagetoquestioninghisownidentityhisperformanceisexcellentbecauseitssomodulatedheliterallyseemstotransformrightbeforeourveryeyesfromaclinicalspinelesswimptoaconfidentmanwhowilldoanythingtopreservehisnewidentitydavidhewlettputsinawelcomeappearancewhomadesuchanimpactincubeheresidesinasecretsilothatlookslikeitwasborrowedfrommeninblackhissceneisoneofthebestbecauseitsanexerciseincarefullycalculatedsuspenseandparanoiaheisasupposedexpertinidentifyingdoubleagentsanditsafantasticpieceofwritingbrilliantlyactedbyhewlettallhehastodoislookatmorganandweredrawnintohiscomplexmindgamebutitslucyliuwhosthescenestealerheretoooftensheiscastinfilmswhereherpotentialisnotutilisedtofulleffectbutincyphersheisfinallygivenacharacterthatfitsherlikeagloveritaisanaloofguardedfemmefatalethatliuinhabitswithrelishiperkedupeverytimesheappearedbecausesheisalwaysincontrolandcanreducearoomtosilencebythepowerofhericystarealonethingscometoaverygratifyingendthatdoesntconcludeonanambiguousnotethewaycubedidbutmorgandeserveshishappyendingafterhesbeenputthroughtheringerlikethisicheeredforhiminthefinalsceneitsaperfectfinalmomentbecauseitcomesasarayofsunshineafteragloomyminutescyphersucceedsonallcountsengagingshockingalwaysentertainingitseverythingthattotalrecallwantedtobebutwasntanditcomesasarefreshingantidotetotheoverwhelmingandinexplicablematrixafinefollowupfromnataliandnowimacommittedfanofthemansuperbstuff',1

'directorvincenzonataliscypherisacomplexandimaginativethrillerwhichalthoughrequiringsomesuspensionofbeliefandplentyofconcentrationmanagestobeathoroughlyentertainingexperiencemorgansullivanjeremynorthamastayathomehusbandwithanoverbearingwifedecidestoaddabitofspicetohismundaneexistencebygettingajobasanindustrialspyathightechcompanydigicorphisjobistotraveltoconferencesacrossthecountryundertheassumedidentityofjackthursbyandsecretlybroadcastthespeechesgivenbacktohisbossesviaaniftylittleelectronicpengizmoinrealityhoweverthespeechesaremerelyacoverforfarmorenefariousactivitiesmorganalongwithhisfellowconferenceattendeesisbeingbrainwashedthedruggedwatertheyaredrinkingputsthemintoatemporarycomaduringwhichtheyaretoldtoforgettheirpastsandpermanentlyadopttheirnewidentitiesoncetheyaretotallyconvincedthattheyaresomeoneelsetheyaretoldtoapplyforjobswithrivalcompanieswheretheyareabletoindulgeincorporateespionagewithoutsuspicionbutdigicorpsplansarescupperedbytheinterventionofshadyoperativeforhireritafosterlucyliuwhoopensmorganseyestowhatisreallyhappeningshegivesmorgananantidotetothemindalteringdrugssothathecanresistthebrainwashingtechniquesshealsowarnshimthatifdigicorpsuspectsthathedoesnotfullybelieveheisjackthursbythenhewillbeeliminatedmorganplaysalongandappliesforajobatrivalbusinesssunwayshoweverarrivingathisnewworkplaceheisgivenapolygraphtestandisimmediatelyrumbledasaspyfortunatelythebossesatsunwaysseethisasanidealopportunitytofeedfalsedatatodigicorpandmorganbecomesadoubleagentfromhereoninthingsgetprogressivelymorecomplicatedtheplottwistsandturnsandpooroldmorganendsupnotbeingabletotrustanyoneinanexcitingfinalealleventuallybecomesclearbutonlyifyouvebeenfollowingeventsverycarefullydirectornatalihandlesproceedingsconfidentlyandcertainlyhasagreatabilitytoproduceaclassylookingfilmforarelativelylowbudgethemanagestogetsomegreatperformancesfromhistalentedcastjeremynorthaminparticularisfantastichisportrayaloftheinitiallysomewhatnervousmorganisplayedtoperfectioncypherisanotherfascinatingmoviefromadirectorwhoiswillingtotakechancesandieagerlylookforwardtohisforthcomingprojectshighriseandnecropolis',1

'listenidontcarewhatanybodysaysascypherisnothinglessthanastarmoviecypherisnotirepeatnotabmoviecypherisanabsolutemasterpiecesufficeittosayiamaconnoisseuroftheworldsfinestspyfilmsandthisfilmisnothinglessthantopflighticannotoveremphasishowphenomenalthismovieiscypherisoneofthebestspymovieseverconceivedandevermadethetechnologyinthismovieisoverthehorizonofspacetimeinfactimustadmitthatcyphercompletelysurprisedthehelloutofmeinfactiverecommendedthismovietomycolleaguesmorethananyothermovieothercriticsofwhomsomedownplayedthemoviehavenoideaastowhatthehelltheyretalkingaboutdontlistentothehatersandactuallyforthemostpartreviewsofcypherhavebeenlargelypositiveanditshouldbenotedthatcyherisnotonlyagoodmoviebutitisalsoafantasticmoviecypheristhekindofmoviethatssoadvancedandsomagnificentlycraftedthatitsovertheheadsofmostcriticsandallthecynicsthereisnothingwrongwithorcheapaboutcypherwhatsoeveragainthecinematographythebackdropsthetechnologythestorylineandtheactingareallworldclasstopnotchnaturallyiwontgiveanythingawaythisisnotaspoilerandthoughitisthecontentionofsomecriticsthatcyphershouldhavebeeninmovietheatersibelievequitetheoppositecypherisamoviethatseemstohavebeenjustrightfordvdreleaseonlyandnotinabadwaycypherhasgottobethegreatestundergroundspyflickevertohittheshelvesbladerunnerbravenewworldtotalrecalllogansrunjasonbourneandimpostoranddejavulookoutcypherequallyearnsthedistinctionofbeingplacedintheaonnmultimediaresearchstareternalspymoviehalloffamecypheriscounterespionageatitsabsolutebesthandsdownandhatsoffnothingiswhatitseemsandtruthisstrangerthanfictionthefutureisnow',1

'inanearfuturetheordinarymanaboveanysuspiciousfromthesuburbmorgansullivanjeremynorthamishiredbydigicorpahugecorporationtobeassignedasaspyandstealsecretsfromtheircompetitorssunwaysalonghistrainingmorganisbrainwashedassumesanewidentityofjackthursbyandtravelstoboringlecturesinoneofthemheisapproachedbythebeautifulandmysteriousritafosterlucyliuwhoadviseshimthatnothingishowitseemstobemorganacknowledgesanewrealitywherehedoesnotknowwhocanbetrustedtheunknowncypherwasagreatsurpriseformethismoviehasnotbeenreleasedinbrazilbuttheengagingandexcitingstoryisquitecomplexwithmanyplotpointsandwithgreatscreenplaydirectionandperformancesintheverylasttwistirecalledarnoldschwarzeneggerstotalrecallthismoviecertainlydeservestobewatchedmorethanonceandireallydidnotlikethelastscenewhentheindependentspydisposesthedisputeddiscintheseainonlyknowthedirectorvicenzonatalifromthefantasticcubeandthissecondworkiseeisalsostunningmyvoteiseighttitlebrazilnotavailable',1

'thisisasuperblyimaginativelowbudgetscifimoviefromcultdirectorvincenzonatalithefilmplaysoutlikeacrossingofphillipkdickwithhitchcockandcronenbergandthefilmtakesonauniquefeellikenothingyouwouldhaveseenthefilmissuperblyshotilovethecinematographyinthisitfeelsfreshandoriginalplotwisethefilmexploressimilarthemestofilmsliketotalrecalldarkcityandthematrixanditsprettystaplescifistuffmorgansullivanjeremynorthamisasuburbanitewhoisboredwithhislifeandhasdecidedtotakeajobasacompanyspyfordigicorpalargetechnologicalcorporationhemeetsupwitharecruitmentofficeratthebeginningwhobringssullivanonboardandinstructshimonwhathehastodoitbasicallyinvolvesgoingtoconferencesofrivalcompaniesandrecordingthemviaasatellitetransmissiondevicedisguisedasapenitalsomeansthathemusttakeonadifferentpersonaandkeepitasecretfromhiswifeafterhisfirstjobthingsbecomestrangehishabitschangehispersonalitybeginstodifferandhesufferspainsinhisneckandheadachesaswellasnightmaresheencountersabeautifulwomannamedritafosterplayedbyanintriguinglycastlucyliuhetakesaninstantattractiontohoweverwhenhegoesinhisnextjobandseesheragainsherevealsherselftobeanagentofsomesortwhorevealsthathisjobisnotquitewhatitseemshefindsoutlateronthatheandtherestofthepeopleattendingtheconferenceallworkfordigicorptheconferencesareallcoverstoallowthecompanymentobrainwashtheirspiessullivanwhosealternatenameisjackthursbyhasbeengivenanantidotetodigicorpsdruggingandwhiletherestofthespiesatthelatestconferencedriftoffintowhatseemslikeabraindeaddaydreamwhilethespeakersdroneonthespeakerssendalltheattendantstosleepviasubliminalmessagessuddenlytheroomslightsturnoffandworkersatdigicorpcomeinshininglightsinalltheoccupantseyestoensuretheyarenotconsciousandtheninafairlynightmarishsituationtheybringinheadsetsforeachmemberwhichsendmessagesintothebrainandbrainwashtheprecipitantsintobelievingtheyaresomeoneelsedigicorpareusingthesepeopleaspuppetsandcreatingpersonalitiesandlivesforthesepeoplewhilewipingtheirownexistencesullivannowmustpretendthatheentirelybelievesheisnowjackthursbydigicorpwanttostealinformationfromtheirrivalssamwaysandtheywanttheirownpuppetstodoittheynoweffectivelycontrolwhatthesespiesdoexceptforsullivanwhensamwaysgetaholdofsullivananddiscoverhehasnotactuallybeenbrainwashedtheydecidetousehimasapawntospyondigicorpmakesullivanadoubleagenttheyknowthatdigicorphavesentthursbytothemtoworkhiswayintosamwaysandworkhiswayupthesystemuntilhecangetintoasituationtodownloadimportantcompanyinformationthatcouldshutthecompanydownsamwaysrealiseshehadbeenplantedanddecidetheywillplayalongwithdigicorpandallowthursbytoinfiltratetheirdatabanksbuttheywillgivedigicorpadodgydiscthatwillruintheirsystemtheplotbeginstotwistandturnasbothcompaniesareusingsullivanasapawnheisstuckinthemiddleandritafosterisamysteryashetriestoworkoutwhysheishelpinghimwhenamysteriousthirdpartybecomesinvolvedthepersonitisrevealedthatfosterworksforsullivanmustdecidewhethertogotothisfreelanceagentwhocouldguaranteehimanewlifeandsafetyortostickwithoneofthecompaniesheworksforthetensionallbuildstoastonkingclimaxasitseemsjustabouteveryonewantstodisposeofhimoncehisusefulnesshasexpiresthecastaregreatnorthamissuperbandthesubtletyinhisperformanceisexcellenthebringsagreatvisualaspecttohisperformancehiseyestellastoryandweseeagreatsubtlechangeashischaracterchangesfromsullivantothursbylucyliuisjustsexybeyondbeliefandherpresencegivesagreatdynamictothefilmbecauseitseemsstrangecastingbutworksbecauseofthatfacttherestofthecastarealsogooddirectornataliwhosepreviousfilmwasthecultclassicscififlickcubehasarealvisualflairhepacesthefilmsuperblyaswellandhasgivenitagreatlookforalowbudgetfilmitfeaturessomeimaginativevisualeffectsandalthoughthecgiisntgreatitneverbeginstoomuchofacentrepiecetoeffectthefilmnegativelythefilmreallydoesbringfeelingsofthematrixandothergreatscififilmsitisuptherewiththemtheplotnearlybecomestooconvolutedattimesbutintruththathelpsinafilmlikethisthatiswherethecronenbergandlynchinfluenceisevidentthefilmhasyouconstantlyworkingoutwhatisgoingonandgenuinelysurprisesasitgoesalongthisisoverallanobviouscultclassicandicanseethisbeingincrediblypopularwhenitisreleasedinthestates',1

'jeremynorthamscharacterizationofthestutteringmildmanneredbookishmorgansullivanandwatchinghimletloosebitsandpiecesofhisrealidentityundertheinfluenceofsinglemaltscotchesandunderthespelloflucyliuspresenceisbrilliantlycraftedandajoytowatchhisofferingheracigaretteatthebarisanoldhabitdonewithoutthinkingorevenaskingandhebecomeslostinherfaceneckandlipsnomatterthebrainwashinglovehasawayofperseveringlovealsocannotbebrainwashedinwitheitherofhistwofakewivesingradualstageshebeginstodispensewithhisglassestowalkandtalkdifferentlyandevenhisfacelooksdifferentasthemovieprogressesthemusicisfantastichypnoticsexyandappropriatelydrivingattimestheextensiveuseofblackandwhiteandgreytonesmakesthisalmostascififilmnoirinthetraditionofmanyclassicthrillersiwouldhavelikedtohaveseenmorevulnerabilityinlucyliusportrayalwheneversheseeshiminhisvariousfrazzledstatesthemanshelovesandforwhomsheisperformingamissionbasedonblindfaithsomerestrainedvulnerabilityandflashesofgenuinesympathyandconcernwouldhavemadeitalessonedimensionalperformanceonherpartsheisjustnomatchfornorthamstalentsbutallinallithoroughlyenjoyedthisfilmandwouldenjoyingknowingaboutotherscreenplayswrittenbythesameauthor',1

'youllnoticebythestarsivegiventhisgreatfilmthatbeforeyouseeitthefirsttimeisimpliedihadneverbeforeheardofthisfilmandhappenedacrossitjustbecausethisweekandlastwasaveryslowrentalexperiencenotmuchgreatcominginimnotsurehowthismovieslippedpastmeilovelucyliuandjeremynorthamisgreattoostillitdidthismovieisanawesomeexampleofwhattodoifyoudonthavealargebudgetithadjusttherightamountofplotanddialogtomakeitveryinterestingandkeeptheviewerinthedarkjustenoughtheentirefilmisyoutheviewertryingtofigureouttheplotsmanytwistsandturnsiwouldhavegiventhisfilmhoweversomeoftheshotswereprettyfakelookingidontholdthatagainstthisfilmtoomuchbutidontthinkitdeservesaperfectscorelucyliuisbeautifulandmysteriousasalwaysithinkshesprettyunderratedasaserioustalentnevermindherbeautywhichisdifficultshereallytakesherrolesseriouslyanddoesntrestonherappearancetodriveherthroughscenesofsophisticatedemotionandshecanseemcoldandevenlifelessifneededaswelljeremynorthamdoesreallywellatfirstasquiteageekycorporateratwillingtorunthroughanymazetoprovehimselfhoweverashechangesthroughoutthefilmitslikenightanddayiknowsomefansofcliveowenjudelaworotherhopefulstobecomethenextjamesbondwillhatemeforthisbutnorthamwouldcouldshouldfitthatbillhessuaveandculturedhesgotagreatbondpostureandvoiceithinkhetoocanbecoldifthesituationcallsforitandratherdowntoearthaswellgreatfilmanddefinitelythismoviebuffrecommendsittobeseenatleastonceifyoulikecorporateespionagefilms',1

'whenthematrixappearedinandquestionedexistenceandidentityitwasexpectedthatalotofmovieswoulduseitasinspirationthatdidntreallyhappensurprisinglyandittooktillforamovieofsimilarthemetoappearbuttosaycypherisaclonewouldbetoitsdiscreditthestoryisofamorgansullivanwhoappliesforajobwithahighflyingtechnocompanycalleddigicorphisjobistobeaspyandgaininformationaboutarivalcompanywhileunderanassumedandfalseidentityhishomelifeisperfectlynormalbuthehastolietohiswifeaboutwhathesactuallydoinghoweverthingsstarttotakeconspiritalturnsandbeforeheknowswhatsgoingonhestartstoquestionwhoheactuallyisthisisnothelpedbyastrangewomanwhoturnsuptwistsandturnsateverydirectionkeepyouabsolutelyfascinatedandatnopointdoesanythingeverseemcontrivedorunbelievableitsanenthrallingjourneythroughanottoodistantfutureandwithgoodactingallroundwillkeepyouontheedgeofyourseathighlyrecommended',1

'amajormoneymakerforrkoradiobombardierstarspatobrienandrandolphscottastrainersataschoolforbomberpilotsobrienandscottargueoverteachingmethodswhiletheirstudentsviefortheaffectionsofanneshirleyobriensmethodsprovesoundduringabombingraidovertokyoscottandhiscrewarecapturedandtorturedbythejapanesebutthemortallywoundedscottmanagestosetfiretoagastruckprovidingaperfecttargetforhisfellowbombardiersstylisticallybombardierisoneofthemostschizophrenicofwarfilmswithmomentsofsubtlepoignancythedeathoftraineeeddiealbertalternatingwithscenesofludicrousyellowperilmelodramathejapaneseliterallyhissthroughtheirteethastheytorturethehelplessamericansthoughitcanthelpbutseemdatedtodaybombardierremainsanentertainingpropagandaeffortthefilmissometimeserroneouslylistedasthedebutofrobertryanwhodactuallybeenappearingbeforethecamerassinceanyoneinterestedinobtainingacopyofthisfilmpleasecontactmeatiamasealyahoocom',1

'iwasntsureatfirstifiwaswatchingadocumentarypropagandafilmordramaticpresentationiguessgiventhetimeofproductionitwasamixofallthreeadmittedlythedramaticplotwassomewhatpredictablebutyouhadasensethattherewouldbesomeinterestingscenesasthemoviewentonwewereabletowitnesswhatappearedtoberealistictrainingregimensandequipmentwherethismoviecametogetherformewasclosertotheendthesceneshadarealismatleastasiperceiveditthatihaventencounteredoftenbeforeyoucouldplaceyourselfintheactionandimaginethethoughtsoftheyoungcombatantsthiswasmixedinwiththeusualproblemsofportrayingpassablejapanesesoldiersatatimewhenyoumightthinkrealjapaneseactorswouldbesomewhatscarcethemovieisexcellentasasourceofthestateoftheamericanmindsetinasthewarwagedwithjapanalsoofinterestwasadigatthejapanesewithrespecttothehelptheusagavejapaninpastyears',1

'ienjoyedwatchingcliffhangeratthebeginningwhenthatwomansarahwasfullofterrorwhenshewasslippingithoughtthatwasaterrifyingsceneasiwouldthinkthatwhenyouseethatseeyournervesinyourbodygettoyoubecauseitmakesyougetfulloffrightandyourheartbeatsfasterididlikewatchingcliffhangerithinksilvestarstalloneisagreatactorandithinkhellbeknownasplayingramboandrocky',1

'thismovieisdirectedbyrennyharlinthefinnishmiraclestalloneisgabewalkercatandmouseonthemountainswithruthlessterroristsrennyharlinknowshowtodirectactionmoviestalloneneededthisroletogetbackontracksnowymountainisverygoodplaceforactionmovieandwhoisbettertodirectmoviewhereissnowicecoldandbadweatherthanfinnishmanactionisgoodmusicinthefilmisspectacularthebadguyisjohnlitghowotherstarsmichealrookertheportraitofserialkillerjanineturnerstrongmedicinetheisplacedinbeautifulplaceanditisveryexcitingmovieoverallgoodmovierememberextremelitspecialcollectorseditionwithgoodextrascomigsooninfinlandstraighttovideo',1

'thismoviesetouttobebetterthantheaverageactionmovieandinthatregardtheysucceededthismoviehadspectacularcinematographyfeaturingspectacularmountainsnowandheightsaveryfitstalloneputtinginagoodperformanceaswellanexcitingplotandagreatperformancefromitsmainvillainbecousehewillreallyshockyouwithhisevilwaysthemoviedoesnotrankanalltimegreatbecouseoftheweakscreenplaytheplotandstorycriesforthismovietomakestalloneanextraspecialhumanmuchliketheramboorrockyorbondmoviecharacterstheychosetohumanisestallonescharacterinthisonewhichisokbutconsideringtheplotsstyleweakenstheexcitementfactoralsothedialoguewascheesyandcarelesslycondescendingattimesthescriptshouldhavebeenmorerealisticandlesstalkyanotherweakpointwastheunrealisticshootingscenesthemoviemakersshouldhavebeenmorecarefullhowtheyhadledtheshootinghitsandmissestheyshouldhavecontinuedthequalityofthescenesoftheshootingsequencesduringtheplanehijackingearlyinthemovieinsteadtheydecidedtowaterdownalotoftheshootingsequencesalaateamtvseriesassoonasthevillainssetfootonthemountaintopsthismoviehadalotofalltimegreatpotentialcrisperactionsequencesbetterdialogueandmoreramborockystyleemotiondeterminationfromstallonewouldhavetakenthismovietoahigherleveliknowthiswasnotstallonesfaultisensethemoviesdirectorwantedtotonedownstallonescharacterandtrytostealthemoviebytakingcreditforhisdirectionwhichwasnotallthatgreatifnotforhiscinematographersillagoodmoviethough',1

'thismovieisreallynerverackingcliffhanginmoviestallonewasgoodasalwaysmichaelrookerputonasurprisingperformanceandjohnlithgowplayaexcellentvillainthemusicisfantasticespeciallythethemethemovieisactionpackedandneverdullifyouareastallonefanthenwatchcliffhangeryouwontbedisappointed',1

'cliffhangeriswhatappearstobeslyvesterstalloneslastactionmoviebeforehebecamesuchanunderratedactoritsaboutamountainclimberthatmusthelphisfriendafterbeingheldhostagebymercenariesthatwantthemtofindthreesuitcasescarryingmoneyovermilliondollarsithasgreatactionsequencesedgeofyourseatfunandagreattimeatthemovies',1

'whilethepriceshavegoneupalotandsomeofthedetailshavebecomedatedanyhomeownerwhosstruggledwithproblemsofhomeownershipshouldgetalotofchucklesoutofthismovieiknowididmrblandingsanewyorkadexecutivedecidestomovehisfamilytotheconnecticutsuburbsandbuildhimselfanicehousetherehegetsintoonehilariousjamafteranotherfrommortgagestolawsuitstoconstructiondifficultiesasthecostsandscheduleoftheconstructionkeepescalatingoutofcontrolithoughtthatthefunniestsceneswerewhereblandingshiresacontractortodigawellforwatertheydigdownhundredsoffeetbutneverfindwateryetonlyashortdistanceawayafewdayslaterthebasementofhishousetobefloodscarygrantandmyrnaloygivebelievableperformancesastheharriedblandingscoupleoverwhelmedbyproblemstheyneverimaginedandmelvyndouglasisevenbetterasblandingslawyerandfamilyfriendtheonlycaveatisthatsocialattitudeshavechangedalotsincemrsblandingsisportrayedasabitofanaivedimbulbwhohasnoideahowmuchadditionaltroubleshescausingandtheresablackmaidhorrorssodontwatchthismoviethroughthesociallensofandyoullenjoyitallthemore',1

